year,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BOL,BRA,BTN,BWA,CAF,CAN,CD-KN,CHE,CHL,CHN,CIV,CMR,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DDR,DE-BW,DE-BY,DE-SN,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,GUY,Gran Colombia,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISR,IT-52,IT-88,IT-MO,IT-PR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRK,PRT,PRY,Papal States,Prussia,QAT,ROU,RUS,RWA,SAU,SCG,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,SUN,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUN,TUR,TWN,TZA,Two Sicilies,UGA,UKR,URY,USA,UZB,United Province Canada,VDR,VEN,VNM,Wuerttemburg,XXK,YEM,YMD,YUG,ZA-FS,ZAF,ZMB,ZWE
1821,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,-5.0,-6.0,,,,,,,,,,,,-7.0,-9.0,-10.0,,,-10.0,,,,,,-4.0,,,,,-4.0,,-2.0,,,,,,,,,,-1.0,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,-3.0,,,,,-3.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,,6.0,,,,,,-4.0,,,,,,,,
1822,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,-5.0,-6.0,,,,,,,,,,,,-7.0,-9.0,-10.0,,,-10.0,,,,,,-4.0,,,,,-4.0,,-2.0,,,,,,,,,,-1.0,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-1.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,-5.0,,,,,-3.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,,6.0,,,,,,-4.0,,,,,,,,
1823,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,-5.0,-6.0,,,,,,,,,,,,-7.0,-9.0,-10.0,,,-10.0,,,,,,-6.0,,,,,-4.0,,-2.0,,,,,,,,,,-1.0,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-1.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,-5.0,,,,,-3.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,,6.0,,,,,,-4.0,,,,,,,,
1824,-6.0,,,,,,,-10.0,,,,,,,,,,,,-6.0,,,,,,,-5.0,-6.0,,,,,,,,,,,,-7.0,-9.0,-10.0,,,-10.0,,,,,,-6.0,,,,,-4.0,,-2.0,,,,,,,,,,-1.0,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-1.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,-3.0,,,,,-3.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,,6.0,,2.0,,,,-4.0,,,,,,,,
1825,-6.0,,,,-5.0,,,-10.0,,,,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,,,,,,,,,-7.0,-9.0,-10.0,,,-10.0,,,,,,-6.0,,,,,-4.0,,-2.0,,,,,,,,,,-1.0,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-1.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,-1.0,,,,,-3.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,,7.0,,2.0,,,,-4.0,,,,,,,,
1826,-6.0,,,,-5.0,,,-10.0,,,,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,,,,,,,,,-7.0,-9.0,-10.0,,,-10.0,,,,,,-6.0,,,,,-4.0,,-2.0,,,,,,,,,,-1.0,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-1.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,1.0,,,,,-3.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,,7.0,,2.0,,,,-4.0,,,,,,,,
1827,-6.0,,,,-5.0,,,-10.0,,,,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,,,,,,,,,-7.0,-9.0,-10.0,,,-10.0,,,,,,-6.0,,,,,-4.0,,-2.0,,,,,,,-5.0,,,-1.0,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-1.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,3.0,,,,,-3.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,,7.0,,2.0,,,,-4.0,,,,,,,,
1828,-6.0,,,,-5.0,,,-10.0,,,,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,,,,,,,,,-7.0,-9.0,-10.0,,,-10.0,,,,,,-6.0,,,,,-4.0,,-2.0,,,,,,,-5.0,,,-5.0,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-1.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,5.0,,,,,-3.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,,7.0,,2.0,,,,-4.0,,,,,,,,
1829,-6.0,,,,-5.0,,,-10.0,,,,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,,,,,,,,,-7.0,-9.0,-10.0,,,-10.0,,,,,,-6.0,,,,,-4.0,,-2.0,,,,,,,-5.0,,,-5.0,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-1.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,5.0,,,,,-3.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,,10.0,,2.0,,,,-4.0,,,,,,,,
1830,-6.0,,,,-5.0,,,-10.0,,,-88.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,,,,,,,,,-7.0,-9.0,-10.0,,,-10.0,,,-1.0,,,-6.0,,,,,-1.0,,-2.0,,,,,,,-4.0,,,-5.0,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-1.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,5.0,,,,,-3.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,-7.0,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,2.0,,-5.0,,-4.0,,,,,,,,
1831,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,,,,,,,,,-7.0,-9.0,-7.0,,,-10.0,,,-1.0,,,-6.0,,,,,-1.0,,-2.0,,,,,,,-4.0,,,-5.0,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-1.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,5.0,,,,,-3.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,-7.0,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,2.0,,-5.0,,-4.0,,,,,,,,
1832,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,,,,,,-7.0,-9.0,-7.0,,,-10.0,,,-1.0,,,-6.0,,,,,-1.0,,-2.0,,,,,,,-4.0,,,-5.0,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-1.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,5.0,,,,,-3.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,-7.0,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,2.0,,-5.0,,-4.0,,,,,,,,
1833,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,,,,,,-7.0,-9.0,-7.0,,,-10.0,,,-1.0,,,-6.0,,,,,-1.0,,-2.0,,,,,,,-3.0,,,,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-1.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,5.0,,,,,-4.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,-7.0,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,2.0,,-5.0,,-4.0,,,,,,,,
1834,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,,,,,,-7.0,-9.0,-7.0,,,-9.0,,,-1.0,,,-6.0,,,,,-1.0,,-2.0,,,,,,,-3.0,,,,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-2.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,5.0,,,,,-4.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,-7.0,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,2.0,,-5.0,,-4.0,,,,,,,,
1835,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,,,,,,-7.0,-9.0,-7.0,,,-9.0,,,-1.0,,,-6.0,,,,,-1.0,,-2.0,,,,,,,-3.0,,,,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,-3.0,,,,,-4.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,-7.0,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,2.0,,-5.0,,-4.0,,,,,,,,
1836,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,,,,,,-7.0,-9.0,-7.0,,,-9.0,,,-1.0,,,-3.0,,,,,-1.0,,-2.0,,,,,,,-3.0,,,,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,-3.0,,,,,1.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,-7.0,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,2.0,,-5.0,,-4.0,,,,,,,,
1837,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,,,,,,-7.0,-9.0,-7.0,,,-9.0,,,-1.0,,,-1.0,,,,,-1.0,,3.0,,,,,,,-3.0,,,,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,-3.0,,,,,1.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,-7.0,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,2.0,,-5.0,,-4.0,,,,,,,,
1838,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,-4.0,,,,,-7.0,-9.0,-7.0,,,-9.0,,,-1.0,,,-1.0,,,,,-1.0,,3.0,,,,,,,-3.0,,,,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-6.0,-7.0,-6.0,,-6.0,,,-3.0,,,,,1.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,2.0,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,2.0,,-5.0,,-4.0,,,,,,,,
1839,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,-4.0,,,,,-7.0,-9.0,-7.0,,,-9.0,,,-1.0,,,-1.0,,,,,-1.0,,3.0,,,,,,,-3.0,-3.0,,,-3.0,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-6.0,-7.0,-6.0,,-6.0,,,-1.0,,,,,1.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,2.0,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,,,-5.0,,-4.0,,,,,,,,
1840,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,-4.0,,,,,-7.0,-8.0,-8.0,,,-9.0,,,-1.0,,,-1.0,,,,,-1.0,,3.0,,,,,,,-3.0,-3.0,,,-3.0,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-7.0,-7.0,-6.0,,-6.0,,,-1.0,,,,,1.0,-9.0,-9.0,-9.0,,,-10.0,,,,,,,,,,,2.0,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,,,-5.0,,-4.0,,,,,,,,
1841,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,-4.0,,,,,-4.0,-8.0,-8.0,,,-9.0,,,-1.0,,,-1.0,,,,,-1.0,,3.0,,,,,,,-3.0,-3.0,,,-3.0,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-7.0,-7.0,-6.0,,-6.0,,,-1.0,,,,,1.0,-9.0,-9.0,-9.0,,,-10.0,,,,,,,,,-1.0,,2.0,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,,,-5.0,,-4.0,,,,,,,,
1842,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,-4.0,,,,,-4.0,-8.0,-8.0,,,-9.0,,,-1.0,,,-1.0,,,,,-1.0,,3.0,,,,,,,-3.0,-3.0,,,-3.0,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-7.0,-7.0,-6.0,,-6.0,,,-1.0,,,,,-4.0,-9.0,-9.0,-9.0,,,-10.0,,,,,,,,,-1.0,,2.0,,,,,,-7.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,,,-5.0,,-4.0,,,,,,,,
1843,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,-4.0,,,,,-4.0,-8.0,-8.0,,,-9.0,,,-1.0,,,-1.0,,,,,-1.0,,3.0,,,,,,,-3.0,-3.0,,,-3.0,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-7.0,-7.0,-6.0,,-6.0,,,-1.0,,,,,-4.0,-9.0,-9.0,-9.0,,,-10.0,,,,,,,,,-1.0,,2.0,,,,,,-7.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,,,-5.0,,-4.0,,,,,,,,
1844,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,-4.0,,,,,-4.0,-8.0,-8.0,,,-9.0,-3.0,,-1.0,,,-1.0,,,,,-1.0,,3.0,,,,,,,-4.0,-3.0,,,-3.0,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-7.0,-7.0,-6.0,,-6.0,,,-1.0,,,,,-4.0,-9.0,-9.0,-9.0,,,-10.0,,,,,,,,,-1.0,,2.0,,,,,,-7.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,,,-5.0,,-4.0,,,,,,,,
1845,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,-4.0,,,,,-4.0,-8.0,-9.0,,,-9.0,-3.0,,-1.0,,,-2.0,,,,,-1.0,,3.0,,,,,,,-4.0,-3.0,,,-3.0,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-7.0,-7.0,-6.0,,-6.0,,,-1.0,,,,,-4.0,-9.0,-9.0,-9.0,,,-10.0,,,,,,,,,-1.0,,2.0,,,,,,-7.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,,,-5.0,,-4.0,,,,,,,,
1846,-6.0,,,,-5.0,,,-10.0,,,-4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,-4.0,,,,,-4.0,-8.0,-9.0,,,-9.0,-3.0,,-1.0,,,-2.0,,,,,-1.0,,3.0,,,,,,,-4.0,-3.0,,,-3.0,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,-5.0,-7.0,-7.0,-3.0,,-6.0,,,-1.0,,,,,-4.0,-9.0,-9.0,-9.0,,,-10.0,,,,,,,,,-1.0,,2.0,,,,,,-7.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,,,-5.0,,-4.0,,,,,,,,
1847,-6.0,,,,-5.0,,,-10.0,,,4.0,,,,,,,,-3.0,-6.0,,,,,,,-5.0,-6.0,,,,2.0,,,-4.0,,,,,-4.0,-8.0,-9.0,,,-9.0,-3.0,,-1.0,,,-2.0,,,,,-1.0,,3.0,,,,,,,-4.0,-3.0,,,-3.0,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,4.0,,,,,,,-6.0,,,,,,,,,,,,,,,,,-5.0,-7.0,-7.0,-3.0,,-6.0,,,-1.0,,,,,-4.0,-9.0,-9.0,-9.0,,,-10.0,,,,,,,,,-1.0,,2.0,,,,,,-7.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,,,-5.0,,-4.0,,,,,,,,
1848,-6.0,,,,-5.0,,,-6.0,,,4.0,,,,,,,,-3.0,-6.0,,,,,,10.0,-5.0,-6.0,,,,2.0,,,-4.0,,,,,-7.0,-7.0,,,,-9.0,-3.0,,-1.0,,,-2.0,,,,,6.0,,3.0,,,,,,,-4.0,-3.0,,,0.0,,-3.0,,,,,-10.0,,,-7.0,-7.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,4.0,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-4.0,-7.0,-3.0,,-6.0,,,-1.0,,,,,-4.0,-9.0,-9.0,-8.0,,,-10.0,,,,,,,,,-1.0,,2.0,,,,,,-7.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,,,-5.0,,-4.0,,,,,,,,
1849,-6.0,,,,-5.0,,,-6.0,,,4.0,,,,,,,,-3.0,-6.0,,,,,,10.0,-5.0,-6.0,,,,2.0,,,-4.0,,,,,-7.0,-7.0,-7.0,,,2.0,-3.0,,-1.0,,,-2.0,,,,,6.0,,3.0,,,,,,,-4.0,-3.0,,,0.0,,-3.0,,,,,-10.0,,,-10.0,-7.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,4.0,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-3.0,-7.0,-3.0,,-6.0,,,-1.0,,,,,-4.0,-9.0,-9.0,-8.0,,,-10.0,,,,,,,,,-1.0,,2.0,,,,,,-7.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,10.0,,,,-5.0,,-4.0,,,,,,,,
1850,-6.0,,,,-5.0,,,-6.0,,,4.0,,,,,,,,-3.0,-6.0,,,,,,10.0,-5.0,-6.0,,,,2.0,,,-4.0,,,,,-7.0,-7.0,-7.0,,,2.0,-3.0,,-1.0,,,-2.0,,,,,6.0,,3.0,,,,,,,-4.0,-1.0,,,0.0,,-3.0,,,,,-10.0,,,-10.0,-7.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,4.0,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-3.0,-7.0,-3.0,,-6.0,,,-1.0,,,,,-4.0,-9.0,-9.0,-8.0,,,-10.0,,,,,,,,,-1.0,,2.0,,,,,,-7.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,9.0,,,,-5.0,,-4.0,,,,,,,,
1851,-6.0,,,,-5.0,,,-6.0,,,4.0,,,,,,,,-3.0,-6.0,,,,,,10.0,0.0,-6.0,,,,2.0,,,-4.0,,,,,-7.0,-7.0,-7.0,,,2.0,-3.0,,-1.0,,,-2.0,,,,,-1.0,,3.0,,,,,,,-4.0,-1.0,,,0.0,,-3.0,,,,,-10.0,,,-10.0,-7.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,4.0,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-3.0,-7.0,-3.0,,-6.0,,,-1.0,,,,,-4.0,-9.0,-9.0,-8.0,,,-10.0,,,,,,,,,-1.0,,2.0,,,,,,-7.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,9.0,,,,-5.0,,-4.0,,,,,,,,
1852,-6.0,,,,-4.0,,,-6.0,,,4.0,,,,,,,,-3.0,-6.0,,,,,,10.0,0.0,-6.0,,,,2.0,,,-4.0,,,,,-7.0,-7.0,-7.0,,,2.0,-3.0,,-1.0,,,-5.0,,,,,-8.0,,3.0,,,,,,,-4.0,-1.0,,,,,-3.0,,,,,-10.0,,,-10.0,-7.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,4.0,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-3.0,-7.0,-3.0,,-6.0,,,-1.0,,,,,-4.0,-9.0,-9.0,-8.0,,,-10.0,,,,,,,,,-1.0,,2.0,,,,,,-7.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,9.0,,,,-5.0,,-4.0,,,,,,,,
1853,-6.0,,,,-3.0,,,-6.0,,,4.0,,,,,,,,-3.0,-6.0,,,,,,10.0,0.0,-6.0,,,,2.0,,,-4.0,,,,,-7.0,-7.0,-7.0,,,2.0,-3.0,,-1.0,,,-5.0,,,,,-8.0,,3.0,,,,,,,-4.0,-1.0,,,,,-3.0,,,,,-10.0,,,-10.0,-7.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,4.0,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-3.0,-7.0,-3.0,,-6.0,,,-1.0,,,,,-4.0,-9.0,-9.0,-8.0,,,-10.0,,,,,,,,,-1.0,,2.0,,,,,,-7.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,9.0,,,,-5.0,,-4.0,,,,,,,,
1854,-6.0,,,,-3.0,,,-6.0,,,4.0,,,,,,,,-3.0,-6.0,,,,,,10.0,0.0,-6.0,,,,2.0,,,-4.0,,,,,-7.0,-7.0,-7.0,,,2.0,-3.0,,-1.0,,,-5.0,,,,,-8.0,,3.0,,,,,,,-4.0,-3.0,,,0.0,,-3.0,,,,,-10.0,,,-10.0,-7.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,4.0,,,,,,,-6.0,,,-3.0,,,,,,,,,,,,,,-5.0,-3.0,-7.0,-3.0,,-6.0,,,-1.0,,,,,-4.0,-9.0,-9.0,-9.0,,,-10.0,,,,,,,,,-1.0,,2.0,,,,,,-7.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,-3.0,8.0,,,,-5.0,,-4.0,,,,,4.0,,,
