year,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BOL,BRA,BTN,BWA,CAF,CAN,CD-KN,CHE,CHL,CHN,CIV,CMR,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DDR,DE-BW,DE-BY,DE-SN,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,GUY,Gran Colombia,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISR,IT-52,IT-88,IT-MO,IT-PR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRK,PRT,PRY,Papal States,Prussia,QAT,ROU,RUS,RWA,SAU,SCG,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,SUN,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUN,TUR,TWN,TZA,Two Sicilies,UGA,UKR,URY,USA,UZB,United Province Canada,VDR,VEN,VNM,Wuerttemburg,XXK,YEM,YMD,YUG,ZA-FS,ZAF,ZMB,ZWE
1808,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,-10.0,-10.0,,,-10.0,,,,,,,,,,,-8.0,,-2.0,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,,,-6.0,,-6.0,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,-10.0,,,,,-10.0,,,,,,-10.0,,,,,,,6.0,,,,,,-7.0,,,,,,,,
1809,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,-10.0,-10.0,,,-10.0,,,,,,,,,,,-8.0,,-2.0,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,,,-6.0,,-6.0,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,-9.0,,,,,-10.0,,,,,,-10.0,,,,,,,6.0,,,,,,-7.0,,,,,,,,
1810,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,-10.0,-10.0,,,-10.0,,,,,,,,,,,-8.0,,-2.0,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,,,-6.0,,-6.0,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,-9.0,,,,,-10.0,,,,,,-10.0,,,,,,,6.0,,,,,,-7.0,,,,,,,,
1811,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,-10.0,-10.0,,,-10.0,,,,,,,,,,,-8.0,,-2.0,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,,,-6.0,,-6.0,,,,,,,,,-9.0,,,,,-10.0,,,,,,,,,,,,,,,,,-9.0,,,,,-10.0,,,,,,-10.0,,,,,,,6.0,,,,,,-7.0,,,,,,,,
1812,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,-10.0,-10.0,,,-10.0,,,,,,,,,,,-8.0,,-2.0,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,,,-6.0,,-6.0,,,,,,,,,-9.0,,,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,,,,,6.0,,,,,,-7.0,,,,,,,,
1813,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,-10.0,,,,-10.0,,,,,,,,,,,-8.0,,-2.0,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,,,-6.0,,-6.0,,,,,,,,,-9.0,,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,,,,,6.0,,,,,,-7.0,,,,,,,,
1814,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,-10.0,,,,-10.0,,,,,,-9.0,,,,,-4.0,,-2.0,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,,-7.0,-6.0,,-6.0,,,,,,,,,-9.0,,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,,,,,6.0,,,,,,-7.0,,,,,,,,
1815,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,-10.0,-10.0,,,-10.0,,,,,,-9.0,,,,,-4.0,,-2.0,,,,,,,,,,,,,,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,,,,,,,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,,,,,6.0,,,,,,-7.0,,,,,,,,
1816,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,-10.0,-10.0,,,-10.0,,,,,,-9.0,,,,,-4.0,,-2.0,,,,,,,,,,,,,,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,,,,,,,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,,6.0,,,,,,-7.0,,,,,,,,
1817,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,-10.0,-10.0,,,-10.0,,,,,,-9.0,,,,,-4.0,,-2.0,,,,,,,,,,,,,,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,,,,,,,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,,6.0,,,,,,-7.0,,,,,,,,
1818,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,-5.0,-6.0,,,,,,,,,,,,,-9.0,-10.0,,,-10.0,,,,,,-9.0,,,,,-4.0,,-2.0,,,,,,,,,,,,,,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,,,,,,,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,,6.0,,,,,,-7.0,,,,,,,,
1819,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,-5.0,-6.0,,,,,,,,,,,,-7.0,-9.0,-10.0,,,-10.0,,,,,,-9.0,,,,,-4.0,,-2.0,,,,,,,,,,,,,,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,,,,,,,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-10.0,,,,6.0,,,,,,-4.0,,,,,,,,
1820,-6.0,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,-5.0,-6.0,,,,,,,,,,,,-7.0,-9.0,-10.0,,,-10.0,,,,,,-4.0,,,,,-4.0,,-2.0,,,,,,,,,,,,,-3.0,,,,,-10.0,,,-10.0,-10.0,-10.0,-10.0,,,,-10.0,,,,,1.0,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,-6.0,-7.0,-6.0,,-6.0,,,,,,,,-3.0,-9.0,-9.0,-10.0,,,-10.0,,,,,,,,,,,,,,,,,-8.0,,,,,-10.0,,,,,,-10.0,,,-6.0,,,,6.0,,,,,,-4.0,,,,,,,,
