,AND,ARE,AFG,ATG,AIA,ALB,ARM,AGO,ATA,ARG,ASM,AUT,AUS,ABW,ALA,AZE,BIH,BRB,BGD,BEL,BFA,BGR,BHR,BDI,BEN,BLM,BMU,BRN,BOL,BES,BRA,BHS,BTN,BVT,BWA,BLR,BLZ,CAN,CCK,COD,CAF,COG,CHE,CIV,COK,CHL,CMR,CHN,COL,CRI,CUB,CPV,CUW,CYP,CZE,DEU,DJI,DNK,DMA,DOM,DZA,ECU,EST,EGY,ESH,ERI,ESP,ETH,FIN,FJI,FLK,FSM,FRO,FRA,GAB,GBR,GRD,GEO,GUF,GGY,GHA,GIB,GRL,GMB,GIN,GLP,GNQ,GRC,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IRL,ISR,IMN,IND,IOT,IRQ,IRN,ISL,ITA,JEY,JAM,JOR,JPN,KEN,KGZ,KHM,KIR,COM,KNA,PRK,KOR,KWT,CYM,KAZ,LAO,LBN,LCA,LIE,LKA,LBR,LSO,LTU,LUX,LVA,LBY,MAR,MCO,MDA,MNE,MDG,MHL,MKD,MLI,MMR,MNG,MAC,MNP,MTQ,MRT,MSR,MLT,MUS,MDV,MWI,MEX,MYS,MOZ,NAM,NCL,NER,NFK,NGA,NIC,NLD,NOR,NPL,NRU,NIU,NZL,OMN,PAN,PER,PYF,PNG,PHL,PAK,POL,SPM,PCN,PRI,PSE,PRT,PLW,PRY,QAT,REU,ROU,SRB,RUS,RWA,SAU,SLB,SYC,SDN,SWE,SGP,SHN,SVN,SVK,SLE,SMR,SEN,SOM,SUR,STP,SLV,SYR,SWZ,TCA,TCD,ATF,TGO,THA,TJK,TKL,TKM,TUN,TON,TUR,TTO,TUV,TWN,TZA,UKR,UGA,UMI,USA,URY,UZB,VAT,VCT,VEN,VGB,VIR,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
1958,,,,,,,,,,5.893697433162569,,164.8910513141199,9.96328727304043,,,,,,,111.66367655785506,,,,,,,,,,,4.848622604509487,,,,,,,81.86882369532582,,,,,1137.133451899336,,,,,,,,1.61931875770954,,,1.6196990925301207,117.80519326168202,1318.7756048595038,,65.76559930988556,,,,,,,,,20.229833382350538,,126.09719108855606,,,,,668.7600892976552,,648.8518461389816,,,,,,,,,,,,,,,,,,,1.618034712356782,23.15278140807924,,1.6191501361411877,10.950121133550763,,5.889039349109112,,,,1.6203108142909834,356.9921301539405,,,,61.813351763618854,1.619786790627815,,,,,,,,,,,,1.6186711245719476,,30.146882091647296,,,,,1.6264485266750004,,,1.6255010330945836,1.6185834598360258,,,,,,,,,,,,,,,,,,11.081935239289903,,,,,,,,,318.03849428000456,46.55638728685016,,,,3.8210454388310082,,,1.6186711245719476,,,,2.7413677236656713,6.893223036927593,,,,,4.886838198881471,,,,,2.7327451978029953,,,,,,,,341.44299700062254,,,,,,,3.8108939390558803,,,,,,,,,,,,,,,,,,,,,,,,,984.4083824706576,1.6260382830623854,,,,,,,1.6206992211576678,,,,,16.03551971487346,,
1959,,,,,,,,,,2.734192061809458,,216.136823648745,14.986179939567824,,,,,,,148.99457058564562,,1.6191977947922258,,,,,,,,,10.480252182838473,,,,,,,71.36824687072686,,,,,1250.189643362993,,,1.6194145288972177,,,,,,,,,75.61481929495078,1375.3458347423082,,74.94467025664692,,,,,,,,,46.86093204188661,,163.71482896553567,,,,,847.9461504179329,,713.4798270283352,,,,,,,,,,,,,,,,,,,,43.800059857300475,,6.026035455036275,11.285622172073563,,8.102358024556219,,,1.6884704347153399,2.7418025775503594,361.4911856073818,,,,112.20617245480211,,,,,,,,,,,,,,,40.48142389569578,,,,,14.008764183700727,,,9.96421904862516,4.839512566667949,,,,,,,,,,,,,,,,,,13.166150264202336,4.835182077742486,,,,,,5.929254453983482,,350.0836365520454,53.59473526376315,,,,,,,,,,1.618034712356782,5.992578834575631,4.852819823798139,,,,,7.959767008715125,,,,,,,4.868135946205858,,,,2.7368756860064565,,407.91047423813694,,,,,,,,,,,,,,,,,,,,,,2.7543380503564037,,3.8006846641080143,,,,,,,,1238.9390059632,,,,,4.847889940031235,,,,,,,,25.921217612354727,,
1960,,,,,,,,,,10.018404779271968,,234.31878946568,21.20457230157248,,,,,,,193.44807348471147,,3.9693859882150497,,,,,,,,,5.050960736313924,,,,,,,73.96220426061487,,,,,1245.6391197100704,,,,,,,,,,,,106.7499920983304,1444.6945502293122,,87.69289377845595,,,4.8430906727446486,,,4.838982342779189,,,38.357411040710815,,143.34228415875376,,,,,975.4951259048833,,753.5878610492756,,,,,,,,,,,,3.800539523004186,,,,,,,,43.52853603877819,,2.735979626169312,26.241890407625238,,7.121717586146704,,,,2.7452260013794483,403.8808737138445,,,,146.85108416026617,4.9133588169413125,,,,,,,,,,,,5.909771436714251,,40.43337479554047,,,,,13.019977544645997,,,9.033534851093899,11.93833606398859,,,,,,,,,,,,,,,,,,9.22368452131619,,,,,,,,,455.40502888407394,85.0397963695245,,,,,,,,,,,1.625403377774291,11.277454023574212,,,,,,,,,,8.96709217352824,,12.974841672896812,,,,,,440.9813264660087,,,,,,,,,,,,,,,,,,,,,,,,1.6213795212511095,,,,,,,,1401.3049178939484,1.6270242748011787,,,,,,,,,,,,18.030043995759478,,
1961,,,,,,,,,,12.013378008929324,,232.3650376176257,40.32244551485869,,,,,,,212.15432876287568,,,,,,,,,,,5.864635584914524,,,,,,,69.74785043385319,,,,,1244.1710465996753,,,,,,,,1.6418700980263505,,,,107.95473915681885,1495.7565811863303,,156.1602035882175,,,,,,,,,70.5705855390674,,138.2172154743412,,,,,1002.8006842240189,,808.8652790782575,,,,,,,,,,,,,,,,,,,,22.551864527000344,2.7438725206705956,3.9024695288515283,23.24875243264948,,3.814842818526374,,,,1.618034712356782,426.5255812680387,,,,204.3903246194778,,,,,,,2.7395675738936363,,,,,,,,64.37508210127329,,,,,9.983791505590085,,,6.93652990750479,12.06957714446339,,,,,,,,,,,,,,,,,,6.953246550394638,,,,,,,,,457.95253754648337,74.41306805055873,,,,4.846555416893332,,,1.6186163677942889,,,,,9.003881414948271,,,,,10.074318816829384,,,,,17.05361012403112,,10.00770105399041,,,,,,459.4019598187501,,,,,,,2.7332103186128456,,,,,,,,,,,,,,,,,,,,,,,,,1503.0332415729993,,,,,,,,,,,,,34.80768057987256,,1.6191002770684142
1962,,,,3.823783531115897,,,,,,11.053370720401603,,317.4250212333073,46.5541178742022,,,,,,,241.5370986057436,,1.6799063516972983,,,,,,,,,8.960341447507743,,,,,,,123.3029853328773,,,,,1317.3453654963419,,,4.022292388993306,,,,,,,,,120.78137571864418,1524.7122451005027,,166.519453971527,,,,,,,,,44.59830180432786,,158.96302913001057,,,,,1037.9114366058182,,848.1833161389602,,,,,,,,,,,,3.8461256104387154,,,1.6223834142331492,,,,,55.654292203297075,,4.855865986504376,19.521394704444383,,1.6711102583919377,,,,8.399111737587912,504.73014428224303,,,,257.9311315952108,2.7548311568142974,,,,,,,,,,,,,,37.47508279605808,,1.6185064691994555,,,17.04863302365219,,,,12.521225172924577,,,,,,,,,1.6192067087816935,,,,,,,,,10.330375415968266,,,,,,,,,458.0298738934696,113.77770160493161,,,,2.7521814368451563,,2.778782834495288,,,,,1.6190559009940877,12.968205998582652,,,,,9.37024996658678,,,,,1.619940702218013,,26.20240562420241,,,,,,540.8720445156871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.9793961177647,,,,,1.618034712356782,,,,,,,,14.65873438739969,,2.7475315060055716
1963,,,,,,,,,,4.854915185163236,,293.7845550836389,23.37983926998271,,,,,,,202.43748065416335,,,,,,,1.6228932682621178,,,,5.330926424009666,,,,,,,161.98903102692518,,,,,1382.5435222355686,,,,,,,,,,,,98.13276986982832,1599.0979549932892,,235.6768400688715,,,,,,,,,56.063224173638375,,177.6029786255025,,,,,984.0972480719944,,927.4154243712496,,,,,,,,,,,,7.066492799045287,,,,2.740417244976439,,,,63.53137227890118,,10.228984246789508,23.60656331781843,,11.021695101952984,,,13.222110562145472,,509.07498883795614,,,,334.3638615366089,,,,,,,,,,,,1.6194959547747518,,,61.75945345017826,,1.6193386311547608,,,12.170578873231094,,,,16.251437487605408,,,,,,,,,,,,,,,,,,11.25002325277876,,,,,,,,,487.9970135469935,131.74070087269948,,,,,,,1.7641791942979244,,,9.013793540475618,1.618034712356782,20.633863612310478,,,2.739812747784402,,4.97238746958071,,,,,9.989008591102241,,46.352513754633925,,,,,,717.6017042416706,,,,,,,,,,,,,2.746847783032553,,,,,,,,,,,2.736327065078374,,,,,,,,1470.0323456708718,,,,,1.6198311304177828,,,1.6192625087575658,,,,,29.419591825958413,,5.896782268559476
1964,,,,,,,,,,3.7993752915427104,,316.7734325007791,78.52893396323964,,,,,,,266.8867157470755,,2.7486351122686448,,,,,,,,,4.852948875793652,1.6193831276239985,,,,,,162.9754135565588,,,,,1391.517830033885,,,,,,,,,,,,103.00122627334868,1685.1599454720538,,310.19405419934594,,6.5096057603179664,,,,,,,52.433178996426854,,215.30783401812954,,,,,1128.7874354497023,,1033.2230575504411,,,,,,,,,,,,2.757155184706016,,,,,,,1.6724195633639698,63.92203985516833,,9.248897460534048,35.49427880175305,,11.468553193008205,,,,3.8031778192821917,496.7946972291541,,,,392.7315919074283,,,,,,,,,,,,,1.619105355660013,,113.0437866248902,,,,,22.02419878471798,,,1.618034712356782,7.950449168388173,,,,,,,,,,,,,,,,,,11.267010971036598,1.6335480629485477,,,,,,,,539.9208109592284,141.32527120333833,,,,6.060518635924605,,8.124790329753084,,,,,,18.784835962920027,,,4.1891413800992625,,5.906016195796998,,,,,12.134209518773178,,40.45509531136683,,,,1.6189842785967257,,873.8241530551786,,,,,,,,,,,,,,,,,,,,,,,,2.7395958718766322,,,,,,,,1634.7560515043178,,,,,,,,,,,,,33.48003244779675,6.225738496633726,
1965,,,,,,,,,,4.860221986624227,,361.45475907693225,43.90035326389624,,,,,,,279.8320892254579,,14.205141290030838,,,,,1.6188701239462222,,2.737399735613859,,1.6463492130566428,,,,,,,230.6376021636179,,,,,1506.22888966362,,,,,,7.000563711688731,,,,,,171.19969511971615,1731.58302499089,,376.2527821596464,,,,,,,,,74.74645904376766,,265.2812801746151,,,,,1158.2090665146357,,1169.9830766569773,,,,,,,,,,,,5.980825376311736,,,,2.7461485495071933,,,,64.45712883387057,2.778501058604487,8.506101468609119,17.505688785906948,,11.53998523026175,,,1.6420939728131054,2.8422462581116035,565.8128885313561,,,,361.4771556617366,2.735667905339897,,,,,,,2.7625554989511567,,,,,1.6189331474123987,,106.76966124930615,,,,,28.267986157863724,,,5.9798052729382185,8.241222693683785,,,,,,,,,,,,,,,,,,23.31750304953979,,,,,,,,,610.5308962645928,155.858140737933,,,,12.607453866292188,,3.9981852347246396,1.6211025880789935,,,1.6243239647057752,,42.200406249875606,,,,,8.248579671453403,,,,,25.1720117056826,,57.528153748280644,,,,,,957.8349304284543,,,,,,,,,,,,,,,,,,1.6248263415966466,,,,,,2.8103888462359365,,,,,,,,1733.5852887666601,,,,,5.215302431462627,,,2.746830049187827,,,,,33.8697641340782,,1.6447818906619989
1966,,2.7457353536578912,,,,,,,,6.898094893176138,,388.7314517827683,96.3574178743341,,,,,,,302.9680866742817,,28.816556896331996,,,,,,,2.746372931152217,,17.153426282708406,,,,,,,244.67804536141563,,,,,1467.9809862368788,,,,,1.6552107610560827,4.8586293666605345,,,,,,131.4192286101904,1788.2458838224525,,414.445985159218,,,,,,4.841817931629337,,,84.18072563327165,,290.28299729162353,,,,,1259.2034954764385,,1158.9534321583046,,,,,,,,,,,,9.114636673886869,2.7390384862306023,,,9.974588180771896,,,,100.46206251827473,1.7037497575269953,21.64848429726758,41.394645766529564,,24.707856270252655,,,4.964010730223708,8.145085502228877,631.2204741617411,,,,495.65198848542434,,,,,,,,2.736727992377164,,,,,,,150.50082090709523,,,,,21.127103945747017,,,,5.8774278595292175,,,,,,5.877995303915646,,,,,,,,,,,,15.24662423612342,2.7640274293647313,,,,,,,,626.6597730479012,194.81401778661984,,,,13.652262795461551,,11.451599129888267,1.6206659006578708,,,,,56.296274745101705,,,,,6.224065442187187,,,,,26.89136722468418,,100.34214116278014,,,,,,1061.5253499876555,3.8101561454979107,,,,,,,,,,,2.741352380948636,,,,,,,,,,,,5.870260465521719,2.7336429794839567,,1.6196744595577326,,,,,1850.0948527422786,,,,,,,,6.296604117182806,,,,,49.35937226512714,,
1967,,,1.6308759552805863,,,,,,,11.097581514725798,,435.92724403348217,116.71103221246945,,,,,,,274.46246986427184,,16.236626058984573,,,,,,,,,18.320857350024724,6.957501573724352,,,,,,265.6484526435594,,,,,1506.305838078358,,,4.908043317969626,,9.017863868632956,,,1.6206992090673327,,,4.00942734709903,138.83365445803906,1763.5857501214546,,444.0530110224699,,,1.627563865828416,2.7444515293627036,,2.746146241604691,,,102.63765126184299,,314.1036557440214,,,,,1307.6709600599372,,1183.9750894297338,,,,,,,,,,,,5.906127095911667,,,,12.300616456078954,,,2.748526516532028,113.14064608204545,1.672500069593269,21.051687806532605,59.322431924140226,,15.839538243945583,,,,4.921703014873313,671.1022629895293,,,,602.5752096923908,2.7469687625475063,,,,,,1.7923259687503947,4.276726122317589,,,,,9.256880627140687,,119.15156781277173,,,,,24.21563070806028,,,2.753057317185071,2.748134160382874,,,,,,,,,,,,,,,,,,17.704016189739047,1.6219437086876147,,1.6209126246698717,,,,,,644.7611046938009,252.7815739234978,,,,31.618322641408902,,7.1883794130872465,5.886950370271714,,,6.896960445202815,,66.378903012958,,,,,5.864426955636934,,,,,21.44557179239858,,150.16170442834533,,,,,,1160.6855337656707,,,,,,,,,,,,,,,,,,1.6252817434481501,,,,,,,,,2.7565079636182723,,,,,1900.043622856169,,,,,10.253143371188482,,,,,,,,77.69553598889617,,
1968,,1.6487290709882587,,,,,,,,15.1788475347135,,424.641351264759,121.21106542041407,,,,2.7418840013780486,,,294.2504206789011,,22.278308908442693,,,,,,,,,13.481800139425193,7.049141649297089,,,,,,284.32181421047494,,,,,1551.7990554289247,,,6.028525034996988,,1.6190208262378742,2.736691761970232,1.6236643253896033,9.311962771916448,,,,148.13730428541334,1853.9242910693129,,467.3480231116741,,,,,,,,,117.2064406569062,,328.7403589554828,,,,,1288.588478770786,,1144.5946238639783,,,,,,,,,,,,6.961965477329385,,,,35.544592533999044,,,3.884788112677161,114.61550033142302,,40.70018685394169,43.90347661381151,,19.045963165999016,,,1.6211937283726745,2.7356992522279477,712.0870424821829,,7.973707817783868,1.6341517722168843,631.2547549728407,4.866056888590345,,,,,,,2.770245338103466,,,,,2.7337174742658226,,79.74732565659947,,,,,20.2918383787527,,,2.753057195733821,3.2054810592907925,,,,,,,,,,,,,,2.7359404341990445,,,,10.017862096714818,6.916654789254998,,,,,,2.74363344671992,,599.5874107265231,260.50415557005664,,,,16.640765244330712,,1.8860133114654174,1.7409587752804896,,,4.853025216843452,,62.987988201145875,,,,,8.927519008678146,,,,,27.62482910454692,,205.7356908334623,,2.752114335022136,,2.7335711676793526,,1214.8457644116595,,,,,1.619803637887293,,,,,,,,,,,,,1.7244572692157705,,,,,,4.92309919790261,,,1.6242149938424881,1.6259287065560029,,,,1812.6400219344314,1.6375722324425084,,2.7410591857730657,,,,,5.957155878838532,,,,,61.75473259194146,,6.9096487636638
